create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2023-03-20 00:00:00,DOGEUSDT,1353953504.00000000,100836513.12203744,3.4473897754936433,1.8230178695,4.031639501438159,1.2100699307
2023-03-20 00:05:00,DOGEUSDT,1351755116.00000000,100665203.48852000,3.4521809807640205,1.8284775298,4.024100994644224,1.5299369390
2023-03-20 00:10:00,DOGEUSDT,1342940595.00000000,99965422.55783746,3.4423076923076925,1.8251504891,4.015906477577616,0.7429421707
2023-03-20 00:15:00,DOGEUSDT,1342244432.00000000,100082845.37876160,3.426990553306343,1.8258028049,3.99923620393355,1.0703279368
2023-03-20 00:20:00,DOGEUSDT,1341878027.00000000,100013175.15909047,3.42572121865732,1.8271507850,3.9927619047619047,1.1378994595
2023-03-20 00:25:00,DOGEUSDT,1340682757.00000000,99921085.87921000,3.4308855291576674,1.8281083031,3.9984744469870326,1.1910081430
2023-03-20 00:30:00,DOGEUSDT,1349734737.00000000,100644941.27712102,3.405956533404883,1.8328957490,3.9719431279620854,1.6404332725
2023-03-20 00:35:00,DOGEUSDT,1351304331.00000000,101034741.12455061,3.406493158035954,1.8314863819,3.977233921457029,2.9257658887
2023-03-20 00:40:00,DOGEUSDT,1351669871.00000000,100911333.70857409,3.3933636606903934,1.8325351045,3.967998485135391,1.0941219844
2023-03-20 00:45:00,DOGEUSDT,1343371981.00000000,99911370.06494217,3.383342231713828,1.8125817930,3.9672410528309032,1.1359662638
2023-03-20 00:50:00,DOGEUSDT,1346105812.00000000,99987232.07685056,3.3660095897709112,1.8159770010,3.945262363155908,0.4254452676
2023-03-20 00:55:00,DOGEUSDT,1345226414.00000000,100047918.73653570,3.3567251461988303,1.8149977851,3.931865236213062,0.7511085040
2023-03-20 01:00:00,DOGEUSDT,1344637753.00000000,100268588.42376266,3.349071618037135,1.8194479879,3.9226000375727974,0.8240631379
2023-03-20 01:05:00,DOGEUSDT,1344774843.00000000,100353701.62913913,3.352317880794702,1.8161974758,3.9286116851399586,0.7308344223
2023-03-20 01:10:00,DOGEUSDT,1353740583.00000000,101093095.99300937,3.3512440444679723,1.8272943462,3.9194605731410377,1.8944693911
2023-03-20 01:15:00,DOGEUSDT,1358951556.00000000,101826240.09108000,3.307026743576298,1.8287305543,3.881456707543664,1.8178630152
2023-03-20 01:20:00,DOGEUSDT,1357108485.00000000,101624571.81961260,3.297855648535565,1.8277822968,3.88126159554731,0.9227201344
2023-03-20 01:25:00,DOGEUSDT,1356896703.00000000,101843849.54388435,3.3060796645702304,1.8265576189,3.8969821162444114,1.2016169371
2023-03-20 01:30:00,DOGEUSDT,1356529057.00000000,101721786.65673818,3.2945635128071094,1.8245561354,3.8810760667903526,1.1382400306
2023-03-20 01:35:00,DOGEUSDT,1356371902.00000000,101697157.26270068,3.2857515657620042,1.8265843309,3.8693076638282116,1.0448334769
2023-03-20 01:40:00,DOGEUSDT,1358720022.00000000,101789678.94734892,3.2810951760104303,1.8243557583,3.863955637707948,1.2872183755
2023-03-20 01:45:00,DOGEUSDT,1359082125.00000000,102017991.13196625,3.283589877380642,1.8236724536,3.865064695009242,1.1127529865
2023-03-20 01:50:00,DOGEUSDT,1359634711.00000000,102154658.41280290,3.2637590861889927,1.8213733054,3.855746172292935,1.0824861051
2023-03-20 01:55:00,DOGEUSDT,1358759421.00000000,101961306.95184000,3.2838507696321417,1.8213726740,3.8641655886157826,0.5186199673
2023-03-20 02:00:00,DOGEUSDT,1360226798.00000000,102233489.94490170,3.262461059190031,1.8244847398,3.8433934486566064,1.4507980577
2023-03-20 02:05:00,DOGEUSDT,1361411282.00000000,102481609.27794482,3.272821846553966,1.8246931404,3.8515380364708047,1.0701406257
2023-03-20 02:10:00,DOGEUSDT,1361856102.00000000,102605670.60205704,3.2476042476042477,1.8194007362,3.8318307267709293,0.8551546536
2023-03-20 02:15:00,DOGEUSDT,1361354809.00000000,102676088.79084991,3.2359782889635564,1.8183499682,3.822805728975395,1.1325878293
2023-03-20 02:20:00,DOGEUSDT,1362422925.00000000,102728446.07057326,3.3046050939027527,1.8541448661,3.8197834465039455,1.4575961261
2023-03-20 02:25:00,DOGEUSDT,1363464146.00000000,102791561.96694000,3.3161423414130997,1.8534030043,3.8205973978376395,1.0394144873
2023-03-20 02:30:00,DOGEUSDT,1360724031.00000000,102353661.61182000,3.318017552916882,1.8538971142,3.828828828828829,0.4880968005
2023-03-20 02:35:00,DOGEUSDT,1359326183.00000000,102058209.81964000,3.340337224383917,1.8556166413,3.8330268481059213,0.6817447886
2023-03-20 02:40:00,DOGEUSDT,1358650382.00000000,101089267.57939675,3.3797799895233105,1.8559531231,3.865541543026706,0.6357462333
2023-03-20 02:45:00,DOGEUSDT,1351553907.00000000,100355202.26747005,3.4008427706083753,1.8390669836,3.8926036608143444,1.1422522231
2023-03-20 02:50:00,DOGEUSDT,1352136797.00000000,101058704.20778000,3.367981196134761,1.8332961413,3.872791519434629,0.9974033638
2023-03-20 02:55:00,DOGEUSDT,1352396636.00000000,101174361.11925776,3.357198646185889,1.8309792433,3.8634508348794063,1.1571058577
2023-03-20 03:00:00,DOGEUSDT,1352365114.00000000,101251576.08518000,3.371309119414685,1.8303370256,3.870446096654275,0.8997347051
2023-03-20 03:05:00,DOGEUSDT,1353857371.00000000,101471609.95645000,3.371503267973856,1.8309482417,3.8714418604651164,1.4622514547
2023-03-20 03:10:00,DOGEUSDT,1354245309.00000000,101403220.87466127,3.365274151436031,1.8316176563,3.868788386376326,0.8665547064
2023-03-20 03:15:00,DOGEUSDT,1354797371.00000000,101447227.14048000,3.3596972069955626,1.8331219976,3.8547579298831387,1.5142050129
2023-03-20 03:20:00,DOGEUSDT,1356078973.00000000,101285538.49337000,3.35078125,1.8304418971,3.8382624768946396,0.6980367502
2023-03-20 03:25:00,DOGEUSDT,1361471669.00000000,100744165.58459188,3.3660387231815805,1.8196713795,3.8746268656716416,1.0914169440
2023-03-20 03:30:00,DOGEUSDT,1373277195.00000000,101632647.21569910,3.3882167280378748,1.8002650412,3.9038570084666038,0.7909371448
2023-03-20 03:35:00,DOGEUSDT,1365089873.00000000,100211247.57693000,3.458924270805459,1.7947361908,3.964771204288723,0.7530301329
2023-03-20 03:40:00,DOGEUSDT,1364500452.00000000,100591000.61144903,3.545008183306056,1.7960451016,4.03337213814513,1.1850053542
2023-03-20 03:45:00,DOGEUSDT,1363983856.00000000,100565738.59224352,3.5405552531301034,1.8002097822,4.024574303405573,1.0631211950
2023-03-20 03:50:00,DOGEUSDT,1365621337.00000000,100260914.19559860,3.5383569096844396,1.8021752045,4.01718810351487,0.8244855867
2023-03-20 03:55:00,DOGEUSDT,1361616402.00000000,99814352.40940356,3.593896068188067,1.8022181040,4.045242718446602,0.6525646581
2023-03-20 04:00:00,DOGEUSDT,1362368243.00000000,100109161.76901796,3.6877104377104377,1.7999602117,4.123619873817034,0.8107772439
2023-03-20 04:05:00,DOGEUSDT,1360377564.00000000,99700874.53330368,3.8352701917489833,1.8013880646,4.230488546523413,0.7168171398
2023-03-20 04:10:00,DOGEUSDT,1363375341.00000000,100233896.25870512,4.312280701754386,1.7990021430,4.61100239182431,1.0453006281
2023-03-20 04:15:00,DOGEUSDT,1367480195.00000000,100272468.14465775,4.48125,1.7881002332,4.728460686600221,0.7297233565
2023-03-20 04:20:00,DOGEUSDT,1368358252.00000000,100423812.11428000,4.457760314341847,1.7808688609,4.730718085106383,0.9019817729
2023-03-20 04:25:00,DOGEUSDT,1366436744.00000000,100397559.66428857,4.462143559488692,1.7807355919,4.748057713651498,0.8456960773
2023-03-20 04:30:00,DOGEUSDT,1364207493.00000000,100434047.00065440,4.4743589743589745,1.7829067636,4.751610753165963,1.0086464052
2023-03-20 04:35:00,DOGEUSDT,1353387349.00000000,99342420.90117720,4.536164565361646,1.7762689274,4.809950694755715,0.4869017528
2023-03-20 04:40:00,DOGEUSDT,1352125429.00000000,99042687.38784127,4.528514588859417,1.7716067001,4.811841220004485,0.7637256181
2023-03-20 04:45:00,DOGEUSDT,1351397838.00000000,98794520.04806034,4.523036128604574,1.7699104746,4.7997314835533675,0.8159463746
2023-03-20 04:50:00,DOGEUSDT,1351632912.00000000,99153830.55659760,4.525041459369818,1.7690158361,4.800805729632946,0.9697923290
2023-03-20 04:55:00,DOGEUSDT,1350924766.00000000,98833655.88056000,4.530036508463326,1.7694953976,4.802552048354601,0.7339640131
2023-03-20 05:00:00,DOGEUSDT,1349766716.00000000,98708439.94108000,4.503796632551998,1.7703817697,4.783500557413601,0.9881591206
2023-03-20 05:05:00,DOGEUSDT,1350518637.00000000,99060542.02395000,4.474893337709222,1.7706792582,4.759707122254271,1.2500913938
2023-03-20 05:10:00,DOGEUSDT,1348619107.00000000,99112742.38402614,4.480617608409987,1.7710775722,4.764653641207815,0.9915237201
2023-03-20 05:15:00,DOGEUSDT,1344576803.00000000,99076620.76353830,4.443211488250653,1.7716346160,4.743419597434196,1.0843125688
2023-03-20 05:20:00,DOGEUSDT,1343025355.00000000,98806375.36735000,4.445315050603983,1.7698515699,4.739005524861878,0.6111763505
2023-03-20 05:25:00,DOGEUSDT,1344695986.00000000,98873102.29172492,4.424764380890478,1.7669572370,4.723127753303965,0.7415236691
2023-03-20 05:30:00,DOGEUSDT,1344806461.00000000,99098788.11109000,4.409533073929961,1.7686827472,4.714756982625907,1.3250368916
2023-03-20 05:35:00,DOGEUSDT,1344150514.00000000,98968202.80670834,4.418453541260559,1.7696802854,4.727673649393605,0.6042422961
2023-03-20 05:40:00,DOGEUSDT,1342936570.00000000,98598402.96940000,4.380921688688366,1.7695303715,4.703200350723367,0.4855579947
2023-03-20 05:45:00,DOGEUSDT,1342549856.00000000,98596861.42464000,4.3751608751608755,1.7688399383,4.707894736842105,0.5472123904
2023-03-20 05:50:00,DOGEUSDT,1341823163.00000000,98488250.23109930,4.353299167200513,1.7678992793,4.6937035417577615,0.6757461604
2023-03-20 05:55:00,DOGEUSDT,1340938061.00000000,98588769.94597664,4.351585014409222,1.7676634521,4.693181818181818,1.1048072462
2023-03-20 06:00:00,DOGEUSDT,1342401720.00000000,99002126.85000000,4.330781499202552,1.7635825945,4.682373472949389,2.4741058783
2023-03-20 06:05:00,DOGEUSDT,1343036973.00000000,99275439.65313727,4.306764052080025,1.7674827358,4.656175385283265,1.0361992131
2023-03-20 06:10:00,DOGEUSDT,1343201507.00000000,99309267.61966825,4.2998096446700504,1.7659339388,4.666521644550794,0.6227663622
2023-03-20 06:15:00,DOGEUSDT,1343643836.00000000,99247929.47161935,4.304761904761905,1.7686807911,4.658923143725575,1.5758143356
2023-03-20 06:20:00,DOGEUSDT,1343415000.00000000,99189326.95380000,4.3041269841269845,1.7673385151,4.660516605166052,0.9926383987
2023-03-20 06:25:00,DOGEUSDT,1343659195.00000000,99269541.32660000,4.308669418863131,1.7680225503,4.655613350671868,0.7287736938
2023-03-20 06:30:00,DOGEUSDT,1342367619.00000000,99156870.26781584,4.317748091603053,1.7651439296,4.665943130019535,0.7395264495
2023-03-20 06:35:00,DOGEUSDT,1338940534.00000000,98694632.31226866,4.329400510204081,1.7606665634,4.682411841532433,0.4869521986
2023-03-20 06:40:00,DOGEUSDT,1341922167.00000000,98691867.06034005,4.3375918236984985,1.7539154640,4.680304678998912,0.6488350258
2023-03-20 06:45:00,DOGEUSDT,1341761860.00000000,98485320.52400000,4.308034296602096,1.7558822684,4.656907395358925,0.7771560773
2023-03-20 06:50:00,DOGEUSDT,1342427142.00000000,98569726.54206300,4.281832543443918,1.7581806013,4.630556754423824,2.3716612464
2023-03-20 06:55:00,DOGEUSDT,1340082469.00000000,98889576.68852185,4.26274386406545,1.7617286066,4.61824833225737,1.6874824582
2023-03-20 07:00:00,DOGEUSDT,1338439772.00000000,98480216.76693164,4.2971175166297115,1.7625030958,4.649935093033319,0.6729389909
2023-03-20 07:05:00,DOGEUSDT,1343341620.00000000,99159218.41645080,4.272125984251969,1.7586988126,4.631782945736434,0.9724011518
2023-03-20 07:10:00,DOGEUSDT,1344873331.00000000,99451997.60791907,4.270151133501259,1.7596793326,4.623253814743176,1.2830791815
2023-03-20 07:15:00,DOGEUSDT,1344950077.00000000,99787427.75544955,4.239498432601881,1.7642197017,4.60042872454448,1.0263572145
2023-03-20 07:20:00,DOGEUSDT,1343590070.00000000,99492844.68350000,4.240990285177061,1.7638980200,4.592124973250589,0.7800446797
2023-03-20 07:25:00,DOGEUSDT,1337455377.00000000,98942300.62881353,4.2803915377328705,1.7740010044,4.63734368262182,0.5379537002
2023-03-20 07:30:00,DOGEUSDT,1338761379.00000000,99073697.09151600,4.287069238065128,1.7747653676,4.643072939145447,0.8216911562
2023-03-20 07:35:00,DOGEUSDT,1337998426.00000000,99084924.85807534,4.2829175876223555,1.7767729413,4.646233541981437,0.7907381785
2023-03-20 07:40:00,DOGEUSDT,1330513491.00000000,98764189.40368383,4.200311041990669,1.7933864971,4.5741687979539645,1.8974262839
2023-03-20 07:45:00,DOGEUSDT,1327666210.00000000,99065460.56525040,4.198072139303482,1.8024067386,4.578464818763326,1.4062160407
2023-03-20 07:50:00,DOGEUSDT,1327493626.00000000,98980885.06534597,4.072164948453608,1.8087175954,4.478970495919649,0.6851199139
2023-03-20 07:55:00,DOGEUSDT,1325287493.00000000,99241317.79806998,4.003587443946189,1.8119046891,4.4215970211005375,0.8947761029
2023-03-20 08:00:00,DOGEUSDT,1324224676.00000000,99002135.46350184,3.265884154120949,1.8107658243,3.8268238761974946,0.7801504815
2023-03-20 08:05:00,DOGEUSDT,1318291426.00000000,98880307.19804066,3.136487490710924,1.8249161703,3.709323254139669,1.4138877633
2023-03-20 08:10:00,DOGEUSDT,1321197491.00000000,99319290.61721179,3.1016490278119617,1.8282992570,3.678481919083423,1.7306423022
2023-03-20 08:15:00,DOGEUSDT,1320721192.00000000,98588482.35097232,3.055596196049744,1.8278410581,3.623337471182834,0.7004176187
2023-03-20 08:20:00,DOGEUSDT,1322766566.00000000,98383580.83903559,3.124192747143567,1.8115464331,3.689257390050469,0.5954703720
2023-03-20 08:25:00,DOGEUSDT,1321023728.00000000,98206185.33253616,3.1180262831638976,1.8110435382,3.6905191059841385,1.3612260422
2023-03-20 08:30:00,DOGEUSDT,1320669632.00000000,98444814.23399489,3.1395464739596313,1.8130134570,3.7149321266968327,1.2311016409
2023-03-20 08:35:00,DOGEUSDT,1320992207.00000000,98347367.83411133,3.135707171314741,1.8131764207,3.7116531165311653,1.0593123729
2023-03-20 08:40:00,DOGEUSDT,1322464359.00000000,98470696.17114000,3.1468531468531467,1.8130871032,3.711833785004517,1.1168483657
2023-03-20 08:45:00,DOGEUSDT,1323258655.00000000,98198416.08856870,3.1576182136602453,1.8119498283,3.715835140997831,1.0526011653
2023-03-20 08:50:00,DOGEUSDT,1322903871.00000000,98246950.86118923,3.1664577588368013,1.8115187531,3.727371469949312,1.1711214475
2023-03-20 08:55:00,DOGEUSDT,1322559126.00000000,98436210.93981235,3.169049410584399,1.8117347595,3.7255292201917856,1.1620346067
2023-03-20 09:00:00,DOGEUSDT,1323546155.00000000,98532227.34305266,3.1507362116296482,1.8095194401,3.7112993332131916,0.9222425726
2023-03-20 09:05:00,DOGEUSDT,1323981585.00000000,98646173.98972785,3.151235338158223,1.8024296305,3.709398631616853,1.0014906223
2023-03-20 09:10:00,DOGEUSDT,1324616908.00000000,98115553.28460813,3.2072368421052633,1.8103693953,3.755005460502366,0.7153595293
2023-03-20 09:15:00,DOGEUSDT,1325315919.00000000,98103290.38629183,3.204499494438827,1.8048131640,3.753362413667757,0.6774814745
2023-03-20 09:20:00,DOGEUSDT,1325160768.00000000,98069052.70014720,3.195663136661624,1.8081722524,3.744426318651441,0.8069991269
2023-03-20 09:25:00,DOGEUSDT,1325237401.00000000,98107152.51516788,3.198284561049445,1.8079575560,3.7440217391304347,1.0251177993
2023-03-20 09:30:00,DOGEUSDT,1325046177.00000000,98325674.33598820,3.190236537493709,1.8085606307,3.7318526543878656,1.0503248586
2023-03-20 09:35:00,DOGEUSDT,1325190285.00000000,98540606.26458316,3.1762788365095287,1.8085403442,3.712565162682006,1.5786042370
2023-03-20 09:40:00,DOGEUSDT,1323406393.00000000,98073849.60888208,3.1818181818181817,1.8066598331,3.729388417824283,0.7580535302
2023-03-20 09:45:00,DOGEUSDT,1328583946.00000000,98335805.05516300,3.19154291467405,1.7938076814,3.7392482833393568,0.6287931104
2023-03-20 09:50:00,DOGEUSDT,1329915954.00000000,98600048.62451725,3.174981198295312,1.7934803580,3.723132313231323,1.0644588164
2023-03-20 09:55:00,DOGEUSDT,1330112758.00000000,98528062.64546727,3.1736842105263157,1.7933691482,3.7203237410071943,0.9763167027
2023-03-20 10:00:00,DOGEUSDT,1331085154.00000000,98687491.90120701,3.1760722347629797,1.7910753861,3.7176999101527404,0.9483742666
2023-03-20 10:05:00,DOGEUSDT,1331884848.00000000,98660555.49311472,3.1776662484316187,1.7905315416,3.7129529960531036,0.7417557974
2023-03-20 10:10:00,DOGEUSDT,1332913566.00000000,98886218.29267932,3.1784638554216866,1.7900738438,3.7204455623427957,0.7686030860
2023-03-20 10:15:00,DOGEUSDT,1340589213.00000000,98907800.75215155,3.3234836702954897,1.7835403056,3.864133456904541,0.7668275299
2023-03-20 10:20:00,DOGEUSDT,1344164828.00000000,98715464.96832000,3.7316727993206906,1.7803719233,4.189178515007899,0.7398678409
2023-03-20 10:25:00,DOGEUSDT,1346124440.00000000,98940146.34000000,4.112435074854873,1.7752639031,4.497596656217346,0.8613773798
2023-03-20 10:30:00,DOGEUSDT,1350038802.00000000,99290021.23383210,4.136238109849647,1.7752198198,4.523189926547744,0.7347404878
2023-03-20 10:35:00,DOGEUSDT,1351039348.00000000,99518936.43381496,4.1551246537396125,1.7753023622,4.549114671163575,0.7157165377
2023-03-20 10:40:00,DOGEUSDT,1353159909.00000000,99723379.27080303,4.180890538033395,1.7698790222,4.563951034191642,0.5730448270
2023-03-20 10:45:00,DOGEUSDT,1357639187.00000000,99718598.28515000,4.196528208307502,1.7689842405,4.581218274111675,0.6610496607
2023-03-20 10:50:00,DOGEUSDT,1358733797.00000000,99793508.10511012,4.199938003719777,1.7646356236,4.5790584758285835,0.9248657335
2023-03-20 10:55:00,DOGEUSDT,1355835232.00000000,99355090.58357184,4.330898697999364,1.7679847963,4.690337852377878,0.5989208089
2023-03-20 11:00:00,DOGEUSDT,1357767413.00000000,99578662.06942000,4.384343920436317,1.7643124043,4.735415311212319,0.6005908225
2023-03-20 11:05:00,DOGEUSDT,1356647597.00000000,99605066.57174000,4.383825417201541,1.7686690989,4.736819266652202,0.9008519805
2023-03-20 11:10:00,DOGEUSDT,1354436676.00000000,99708494.77211796,4.461263020833333,1.7705982323,4.789059080962801,0.9056514716
2023-03-20 11:15:00,DOGEUSDT,1356189084.00000000,99833581.02099888,4.462715727775969,1.7695155772,4.778141361256544,0.9368308861
2023-03-20 11:20:00,DOGEUSDT,1356025073.00000000,100137746.23404668,4.45945945945946,1.7683044339,4.775256382282348,1.4608442188
2023-03-20 11:25:00,DOGEUSDT,1355219450.00000000,100259134.91100000,4.440622972096041,1.7671957923,4.770187690964645,1.3228584212
2023-03-20 11:30:00,DOGEUSDT,1350468258.00000000,99961660.45716000,4.438676184295912,1.7890529601,4.747448425624321,1.1249179861
2023-03-20 11:35:00,DOGEUSDT,1348446026.00000000,99601064.40159334,4.455345501955671,1.7858921658,4.746469693678036,0.5914696329
2023-03-20 11:40:00,DOGEUSDT,1348298072.00000000,99396533.86784000,4.472858077174624,1.7852077205,4.7655398037077425,0.8792679019
2023-03-20 11:45:00,DOGEUSDT,1354588443.00000000,99711255.28923000,4.483617300131062,1.7611463701,4.79478756022777,0.5079587989
2023-03-20 11:50:00,DOGEUSDT,1353564656.00000000,99378717.04352000,4.49016393442623,1.7619681615,4.809398331137461,1.0273004626
2023-03-20 11:55:00,DOGEUSDT,1353140530.00000000,99520942.07730360,4.472739144629449,1.7604753422,4.806402104801578,1.3353402959
2023-03-20 12:00:00,DOGEUSDT,1353154743.00000000,99605720.63223000,4.497541789577188,1.7600943091,4.828640563132424,0.9436104646
2023-03-20 12:05:00,DOGEUSDT,1356625353.00000000,99725529.69903000,4.4751796211626385,1.7582922828,4.813473776607418,0.7122267119
2023-03-20 12:10:00,DOGEUSDT,1355580257.00000000,99532612.79886052,4.467710371819961,1.7558728670,4.813295304958315,0.7672267510
2023-03-20 12:15:00,DOGEUSDT,1354907612.00000000,99540157.48808455,4.474199869366427,1.7552373439,4.814790432301953,0.7576155839
2023-03-20 12:20:00,DOGEUSDT,1354758451.00000000,99507211.43971765,4.454131424853611,1.7573039797,4.78347143480157,1.1406688098
2023-03-20 12:25:00,DOGEUSDT,1350497100.00000000,99563251.40711100,4.42621359223301,1.7597595518,4.760477741585233,1.2686886208
2023-03-20 12:30:00,DOGEUSDT,1349994208.00000000,99571509.29951392,4.458482578964507,1.7597693946,4.783129904097646,1.2175401923
2023-03-20 12:35:00,DOGEUSDT,1349542412.00000000,99428468.38836429,4.479255145377327,1.7575287558,4.804680664916885,0.8455836612
2023-03-20 12:40:00,DOGEUSDT,1350769712.00000000,99650144.85561632,4.452388690282743,1.7580175769,4.779469334493258,1.3026179207
2023-03-20 12:45:00,DOGEUSDT,1349135599.00000000,99498750.42625000,4.455786736020806,1.7591623224,4.78568320278503,1.0127834387
2023-03-20 12:50:00,DOGEUSDT,1350588968.00000000,99677706.68775952,4.4559636009099775,1.7564819314,4.794156127344091,1.1319717868
2023-03-20 12:55:00,DOGEUSDT,1351909400.00000000,99892315.18412000,4.4919856068040565,1.7551359549,4.823220153340635,1.1291348412
2023-03-20 13:00:00,DOGEUSDT,1352481603.00000000,99867241.56552000,4.515578878320761,1.7441918649,4.858115528223149,1.1629989947
2023-03-20 13:05:00,DOGEUSDT,1352625679.00000000,99587444.35156512,4.5446752390372565,1.7422047639,4.878661087866109,0.4230913792
2023-03-20 13:10:00,DOGEUSDT,1352587839.00000000,99405426.95642403,4.546174142480211,1.7368732507,4.880255337882456,0.9005965171
