symbol,create_time,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
BTCUSDT,2021-12-01 00:00:00,59283.62991666666,3398741522.9475017,3.8995171027214135,1.1354867829083333,3.9658116763100266,1.0780722753666665
BTCUSDT,2021-12-01 01:00:00,59271.21549999999,3394237739.5015645,3.892791858081649,1.13467441055,4.010233307160187,0.979454580425
BTCUSDT,2021-12-01 02:00:00,59652.69175,3403140436.377949,4.0232874240567815,1.1376280006750001,4.128085273058072,1.3719739360916667
BTCUSDT,2021-12-01 03:00:00,59783.92233333333,3421925963.3941417,3.9984558767922436,1.1386228585583333,4.1278541179672255,1.0094895705666667
BTCUSDT,2021-12-01 04:00:00,60080.31491666666,3439250200.972321,4.005990494753235,1.1443567027250001,4.154004427036583,1.0696828241666667
BTCUSDT,2021-12-01 05:00:00,60668.02816666668,3455758355.073778,4.11605011333739,1.15162467705,4.258279665071292,0.943540696925
BTCUSDT,2021-12-01 06:00:00,61156.953666666675,3482704404.938814,4.205340272957648,1.1478835701333332,4.36195308943227,1.1588206396333331
BTCUSDT,2021-12-01 07:00:00,61142.830583333336,3493627356.227119,4.177004593141379,1.1511718300083331,4.369044980518265,1.129104944025
BTCUSDT,2021-12-01 08:00:00,61151.40625,3503941382.7718544,3.9966678801410436,1.1488826172666666,4.2131870103147415,0.9681296811166665
BTCUSDT,2021-12-01 09:00:00,61153.63933333333,3486637735.875006,4.133607713300123,1.1396371849333333,4.420939099390515,1.0874504738000002
BTCUSDT,2021-12-01 10:00:00,61167.34116666667,3490686673.4960303,4.118160973989823,1.1387975238833332,4.407393589469226,0.9317075577250001
BTCUSDT,2021-12-01 11:00:00,61467.218166666666,3501801308.3168178,4.113017375664957,1.1379172528500001,4.394202928063011,0.9763711200166666
BTCUSDT,2021-12-01 12:00:00,61328.668666666665,3507738372.8838887,4.008411320147007,1.1380195866,4.270396305360909,0.9224930679083333
BTCUSDT,2021-12-01 13:00:00,61092.79091666667,3510852858.5167737,3.851232182891754,1.1401778062500003,4.069412171926761,1.1636192731916666
BTCUSDT,2021-12-01 14:00:00,61099.49525000001,3559314004.0465627,3.3672847151931093,1.136638555075,3.505907866895113,1.0518554191
BTCUSDT,2021-12-01 15:00:00,61090.03825000001,3575052637.994602,3.0079028106553256,1.14304620585,3.000366494919103,0.9134120392249999
BTCUSDT,2021-12-01 16:00:00,61655.62625,3622641359.0066757,2.907046208636076,1.15049567445,2.822023905394443,0.8873508038083333
BTCUSDT,2021-12-01 17:00:00,61814.128666666664,3613409968.78676,2.872328498097129,1.1543303253666666,2.7267881464915114,1.126747623566667
BTCUSDT,2021-12-01 18:00:00,61256.615750000004,3539243888.204548,3.075734934825657,1.1503651440166667,2.895821008288614,0.9948884621083334
BTCUSDT,2021-12-01 19:00:00,60796.811083333334,3492159802.995916,3.44013836691319,1.1417433602166664,3.3467260068025806,1.2386422002416666
BTCUSDT,2021-12-01 20:00:00,60313.57758333333,3446486616.7884574,3.622350491476311,1.1410444658916667,3.6095681255243757,1.010988070375
BTCUSDT,2021-12-01 21:00:00,60538.42166666668,3438400499.462574,3.8575782877300178,1.136957885375,3.8981461946253373,1.054499173525
BTCUSDT,2021-12-01 22:00:00,60487.31541666667,3444840697.329052,4.031795609512947,1.1394694649416668,4.140605953775078,1.1685700765666664
BTCUSDT,2021-12-01 23:00:00,60706.59716666667,3468994943.9841256,4.127090456646432,1.13654350075,4.28329494809507,0.94200899355
BTCUSDT,2021-12-02 00:00:00,60429.05283333333,3444322452.5411096,4.098913052122094,1.1379505198916668,4.274256607264473,0.8384461943083333
BTCUSDT,2021-12-02 01:00:00,60398.94191666666,3449075442.3878727,4.117275327382733,1.1390996618416667,4.314747262091812,1.1325078654
BTCUSDT,2021-12-02 02:00:00,60540.925083333335,3452445681.814897,4.174156290109651,1.1412177262833334,4.394738840069155,1.1087362673249999
BTCUSDT,2021-12-02 03:00:00,60898.503666666664,3424817154.3800044,4.346241703761977,1.1357279564083334,4.4749706621313985,0.976248291275
BTCUSDT,2021-12-02 04:00:00,60870.75983333334,3439395429.976541,4.407035891336455,1.1324606838916667,4.574355886151597,1.0429296581333334
BTCUSDT,2021-12-02 05:00:00,60878.59008333332,3458057134.046718,4.291809154373483,1.1313443980583333,4.483911991717098,1.2137977033333331
BTCUSDT,2021-12-02 06:00:00,60716.32958333332,3440758637.7837567,4.200179545974945,1.1307535436249998,4.330507244901895,1.0178410680499999
BTCUSDT,2021-12-02 07:00:00,60401.9345,3430151778.970421,4.261150136574419,1.128333647575,4.362342782343572,1.1389624956416666
BTCUSDT,2021-12-02 08:00:00,59963.52091666666,3416016960.5448766,4.215096589341304,1.1270498155083335,4.3454902568067935,1.17592797415
BTCUSDT,2021-12-02 09:00:00,59963.35700000001,3409620208.271599,4.135841304356431,1.1264838755166666,4.290993568621913,0.9278051404083333
BTCUSDT,2021-12-02 10:00:00,60276.84291666667,3413847952.701504,4.036930878870816,1.1269258152000001,4.206575819538357,1.1082101708666667
BTCUSDT,2021-12-02 11:00:00,60853.612916666665,3430815553.82311,4.115707761578009,1.128576725025,4.289020339393168,1.1042267488250002
BTCUSDT,2021-12-02 12:00:00,61483.10333333333,3463702394.6467013,4.189125415345669,1.1277278897166665,4.390958919800124,1.0045047023916667
BTCUSDT,2021-12-02 13:00:00,61506.80366666665,3467727058.614126,4.283189881146329,1.1307715451583333,4.518094829244816,0.9808799310666666
BTCUSDT,2021-12-02 14:00:00,61006.157999999996,3459636547.201668,4.372443710867511,1.1304220068833333,4.561209392453185,1.0907992426916666
BTCUSDT,2021-12-02 15:00:00,60298.176,3415747340.373108,4.314061972125509,1.1242810144583333,4.520341046538308,0.9112399723000001
BTCUSDT,2021-12-02 16:00:00,60685.617,3419878919.283239,4.4421517227815395,1.1241920992916665,4.836420815855019,0.9673473743416666
BTCUSDT,2021-12-02 17:00:00,61072.47358333332,3451438548.3777485,4.474594439202318,1.1270942502333332,4.886981068694829,1.1201150181416668
BTCUSDT,2021-12-02 18:00:00,60809.180583333335,3432550860.5973434,4.494367928708839,1.1274644835666667,4.843707005148886,1.118676754925
BTCUSDT,2021-12-02 19:00:00,60538.01975000001,3434726023.2540283,4.405635233498329,1.1289887299999999,4.69658451822422,0.9132686718583335
BTCUSDT,2021-12-02 20:00:00,60258.05833333333,3431946782.0814495,4.377835795324701,1.124688682525,4.610611938767398,1.004614172675
BTCUSDT,2021-12-02 21:00:00,59950.198249999994,3412624719.7773724,4.283607098446226,1.1229512329499998,4.4592435814324665,1.0081425593750002
BTCUSDT,2021-12-02 22:00:00,59782.92966666666,3396673772.6213107,4.315943222082509,1.12512109555,4.513162276841736,1.0826898399416665
BTCUSDT,2021-12-02 23:00:00,59788.92966666666,3387399257.689771,4.346408453230139,1.1255170093666667,4.563017620126652,1.0399326751166666
BTCUSDT,2021-12-03 00:00:00,59872.33408333335,3387403029.9219136,4.268288834763566,1.1244695603416666,4.628549042405641,1.2108704196916669
BTCUSDT,2021-12-03 01:00:00,59884.240750000004,3387717852.3348336,4.184120209900174,1.1234834485333332,4.606939007264704,0.9833435247583334
BTCUSDT,2021-12-03 02:00:00,59998.89816666666,3385993585.732372,4.204140801643309,1.1245991964083333,4.620735262127543,0.9092348975749999
BTCUSDT,2021-12-03 03:00:00,60669.278416666675,3416839823.6169524,4.315071878210041,1.1260410901416666,4.774839013998947,1.1545266950666666
BTCUSDT,2021-12-03 04:00:00,60504.744083333324,3421668361.8782296,4.237054869835638,1.1275605705333334,4.7245416654408405,1.0173618043583332
BTCUSDT,2021-12-03 05:00:00,60403.5295,3421873123.5924754,4.1543568543827964,1.1270499586666667,4.626981967343872,1.2658031490583335
BTCUSDT,2021-12-03 06:00:00,60023.46666666667,3411026682.5450363,4.030040146704593,1.1259427631833334,4.469642823837767,1.10216096895
BTCUSDT,2021-12-03 07:00:00,60066.89458333332,3413743506.3795485,3.9395420260567326,1.1252627432666666,4.311703154478284,0.9687186255999999
BTCUSDT,2021-12-03 08:00:00,60188.47483333334,3409367901.4485264,3.9840734443847636,1.1259389249333334,4.321348273501083,1.039864268875
BTCUSDT,2021-12-03 09:00:00,60134.00783333333,3402808523.063343,4.067298974362764,1.12739994825,4.417136150314955,1.3154154060833334
BTCUSDT,2021-12-03 10:00:00,60132.967,3425576310.7509727,3.859345483347551,1.1298201604,4.173180895331865,1.0610891592
BTCUSDT,2021-12-03 11:00:00,60067.08483333333,3423085280.8614,3.8911702035461224,1.1286242381583331,4.20480100329701,1.0894213562416666
BTCUSDT,2021-12-03 12:00:00,60552.64808333333,3450251269.5615196,3.866152636540049,1.1289978465916664,4.172182418798483,1.07155271935
BTCUSDT,2021-12-03 13:00:00,60777.38841666666,3463268730.0527015,3.925922867445958,1.128914631441667,4.259878560996987,1.17610338595
BTCUSDT,2021-12-03 14:00:00,60951.70525,3455967333.690096,4.099243634380174,1.1299145320916668,4.505133136921546,0.9964443262166666
BTCUSDT,2021-12-03 15:00:00,63154.58041666666,3548833716.4893703,4.4841610768876885,1.1327361540083332,5.022632683162158,0.991759542725
BTCUSDT,2021-12-03 16:00:00,65470.66408333333,3629502937.6858373,4.768519998912698,1.1340824921,5.090032637165952,0.9026773753333334
BTCUSDT,2021-12-03 17:00:00,66411.79158333332,3652121765.915156,4.847699868637766,1.1341855168166666,5.143121159862607,1.1540232656916667
BTCUSDT,2021-12-03 18:00:00,66556.60808333334,3661746886.5220265,4.956922577506124,1.1301509875416667,5.4028753219064525,1.00559265785
BTCUSDT,2021-12-03 19:00:00,66252.52691666667,3606200477.198496,5.059695539625306,1.1277049880416665,5.434150621626604,0.8821594915833334
BTCUSDT,2021-12-03 20:00:00,64166.095916666665,3422158665.418307,4.984777459672624,1.0932670874583337,5.2968448514161315,0.8405472969333334
BTCUSDT,2021-12-03 21:00:00,61428.49283333333,3302713563.979578,4.9859580743640945,1.0943328860833332,5.629725421557929,0.9434010389916666
BTCUSDT,2021-12-03 22:00:00,61011.58991666667,3265013981.347648,5.05441765873716,1.0949679563833332,5.621247392844147,1.0019667357416668
BTCUSDT,2021-12-03 23:00:00,61049.43483333333,3272927762.986702,5.006073085972853,1.0882463467416665,5.648686060858467,1.0696650654000002
BTCUSDT,2021-12-04 00:00:00,61316.98966666667,3282896387.6452823,4.7899931098050335,1.0862275319416665,5.715127373757483,0.92952083025
BTCUSDT,2021-12-04 01:00:00,61616.95758333333,3261160736.4867187,4.666573084349193,1.0830407204499999,5.474454606911821,0.95704430515
BTCUSDT,2021-12-04 02:00:00,61864.610916666665,3276321279.3217945,4.682935119054948,1.0832737118166669,5.469381516552055,1.0783363852333334
BTCUSDT,2021-12-04 03:00:00,62205.99391666666,3276702934.510983,4.692931934156924,1.08265826395,5.454881474600658,0.98260061985
BTCUSDT,2021-12-04 04:00:00,62260.934166666666,3241598563.41589,4.802537532910342,1.0733407190833333,5.433906165920621,1.00382707415
BTCUSDT,2021-12-04 05:00:00,53646.811555555556,2555470184.4179745,3.401572841856367,0.8281102151222222,3.330143831690534,0.9349609489333334
BTCUSDT,2021-12-04 06:00:00,50016.299666666666,2372907997.1021624,3.052229901383867,0.7951386348083335,3.0405446770612206,0.9526089245833332
BTCUSDT,2021-12-04 07:00:00,48333.32441666667,2277275376.2153926,3.024962902929539,0.8577732391583334,2.911870796488023,0.8598299654333332
BTCUSDT,2021-12-04 08:00:00,47301.888666666666,2246265865.551043,3.0279611595963853,0.904804442125,2.973025564611634,0.9577759818249999
BTCUSDT,2021-12-04 09:00:00,46297.329333333335,2195343792.9581966,3.0138528597899863,0.9299093030000001,2.9637051066048024,0.9183369147750001
BTCUSDT,2021-12-04 10:00:00,45050.424,2129700169.360056,3.0137219466801555,0.9682802923416666,2.972778199263399,0.865335925425
BTCUSDT,2021-12-04 11:00:00,43259.64083333333,2023883367.783775,2.9368498375211067,1.014080662625,2.798202805117588,0.8949683077
BTCUSDT,2021-12-04 12:00:00,42401.944833333335,1994128811.0789244,2.887749152683151,1.0351805045499998,2.7197255457778584,1.2062460900416665
BTCUSDT,2021-12-04 13:00:00,42038.25625,1981110789.4981039,2.8470251297163998,1.0356599418499999,2.687633212950578,0.9884117856
BTCUSDT,2021-12-04 14:00:00,41826.256083333334,1984800254.7098525,2.744838880997364,1.0219839046083334,2.6525417250056136,0.9718443104166666
BTCUSDT,2021-12-04 15:00:00,41449.712,1997075605.6096382,2.787091935446354,1.0037241982166667,2.9358474166622206,1.059205940175
BTCUSDT,2021-12-04 16:00:00,41304.757000000005,1988888671.1570084,2.776905050871756,1.004995844925,2.9506598477584784,1.0113766964333333
BTCUSDT,2021-12-04 17:00:00,41459.90091666666,1988351978.6870172,2.76879349537908,1.0045144746083334,2.8976669420565027,1.2264711188333333
BTCUSDT,2021-12-04 18:00:00,41282.362916666665,2000384800.8939054,2.75422399197183,0.9959685829833335,2.9375243687501693,0.9177803463583335
BTCUSDT,2021-12-04 19:00:00,41099.39033333333,2019343116.0642955,2.714264048834403,0.9955301877499999,3.080669340343858,1.0254041841583335
BTCUSDT,2021-12-04 20:00:00,41070.63525,2023732635.5523446,2.675785980474697,1.0163483578166668,3.027044804971951,1.06404816435
BTCUSDT,2021-12-04 21:00:00,40651.69041666667,1987429638.053066,2.6077932710104124,1.0164995834333332,2.8652606891974046,0.8709819222083333
BTCUSDT,2021-12-04 22:00:00,40048.04133333333,1955115607.5075047,2.5814047453573927,1.0115177315916668,2.817533676275504,1.3802940154416667
BTCUSDT,2021-12-04 23:00:00,40034.412333333334,1965928957.7845223,2.5691869573168087,1.0172130059833333,2.851572053950248,1.1221875066833333
BTCUSDT,2021-12-05 00:00:00,40198.37141666667,1972389630.0861504,2.638174725289184,1.0329357744583334,2.8562617898988893,1.1114025687916664
BTCUSDT,2021-12-05 01:00:00,40163.634666666665,1965223596.2292697,2.5846221127254987,1.053065359725,2.7318905614647355,1.0590417808999997
