,timestamp,extracted_value,query
0,1702684800,51,Dogecoin
1,1702688400,41,Dogecoin
2,1702692000,0,Dogecoin
3,1702695600,65,Dogecoin
4,1702699200,0,Dogecoin
5,1702702800,71,Dogecoin
6,1702706400,57,Dogecoin
7,1702710000,50,Dogecoin
8,1702713600,54,Dogecoin
9,1702717200,40,Dogecoin
10,1702720800,0,Dogecoin
11,1702724400,65,Dogecoin
12,1702728000,39,Dogecoin
13,1702731600,49,Dogecoin
14,1702735200,56,Dogecoin
15,1702738800,30,Dogecoin
16,1702742400,46,Dogecoin
17,1702746000,38,Dogecoin
18,1702749600,46,Dogecoin
19,1702753200,62,Dogecoin
20,1702756800,33,Dogecoin
21,1702760400,48,Dogecoin
22,1702764000,50,Dogecoin
23,1702767600,55,Dogecoin
24,1702771200,80,Dogecoin
25,1702774800,47,Dogecoin
26,1702778400,62,Dogecoin
27,1702782000,59,Dogecoin
28,1702785600,58,Dogecoin
29,1702789200,0,Dogecoin
30,1702792800,55,Dogecoin
31,1702796400,50,Dogecoin
32,1702800000,40,Dogecoin
33,1702803600,69,Dogecoin
34,1702807200,45,Dogecoin
35,1702810800,54,Dogecoin
36,1702814400,39,Dogecoin
37,1702818000,51,Dogecoin
38,1702821600,39,Dogecoin
39,1702825200,54,Dogecoin
40,1702828800,34,Dogecoin
41,1702832400,50,Dogecoin
42,1702836000,51,Dogecoin
43,1702839600,42,Dogecoin
44,1702843200,30,Dogecoin
45,1702846800,76,Dogecoin
46,1702850400,50,Dogecoin
47,1702854000,65,Dogecoin
48,1702857600,66,Dogecoin
49,1702861200,73,Dogecoin
50,1702864800,44,Dogecoin
51,1702868400,58,Dogecoin
52,1702872000,0,Dogecoin
53,1702875600,72,Dogecoin
54,1702879200,0,Dogecoin
55,1702882800,36,Dogecoin
56,1702886400,50,Dogecoin
57,1702890000,45,Dogecoin
58,1702893600,41,Dogecoin
59,1702897200,43,Dogecoin
60,1702900800,50,Dogecoin
61,1702904400,47,Dogecoin
62,1702908000,51,Dogecoin
63,1702911600,39,Dogecoin
64,1702915200,67,Dogecoin
65,1702918800,41,Dogecoin
66,1702922400,39,Dogecoin
67,1702926000,49,Dogecoin
68,1702929600,39,Dogecoin
69,1702933200,42,Dogecoin
70,1702936800,40,Dogecoin
71,1702940400,50,Dogecoin
72,1702944000,0,Dogecoin
73,1702947600,71,Dogecoin
74,1702951200,51,Dogecoin
75,1702954800,45,Dogecoin
76,1702958400,46,Dogecoin
77,1702962000,51,Dogecoin
78,1702965600,72,Dogecoin
79,1702969200,39,Dogecoin
80,1702972800,49,Dogecoin
81,1702976400,0,Dogecoin
82,1702980000,41,Dogecoin
83,1702983600,42,Dogecoin
84,1702987200,52,Dogecoin
85,1702990800,34,Dogecoin
86,1702994400,51,Dogecoin
87,1702998000,43,Dogecoin
88,1703001600,48,Dogecoin
89,1703005200,55,Dogecoin
90,1703008800,40,Dogecoin
91,1703012400,53,Dogecoin
92,1703016000,63,Dogecoin
93,1703019600,59,Dogecoin
94,1703023200,55,Dogecoin
95,1703026800,36,Dogecoin
96,1703030400,0,Dogecoin
97,1703034000,57,Dogecoin
98,1703037600,0,Dogecoin
99,1703041200,40,Dogecoin
100,1703044800,38,Dogecoin
101,1703048400,76,Dogecoin
102,1703052000,62,Dogecoin
103,1703055600,46,Dogecoin
104,1703059200,44,Dogecoin
105,1703062800,39,Dogecoin
106,1703066400,32,Dogecoin
107,1703070000,56,Dogecoin
108,1703073600,47,Dogecoin
109,1703077200,62,Dogecoin
110,1703080800,50,Dogecoin
111,1703084400,76,Dogecoin
112,1703088000,53,Dogecoin
113,1703091600,40,Dogecoin
114,1703095200,47,Dogecoin
115,1703098800,65,Dogecoin
116,1703102400,43,Dogecoin
117,1703106000,56,Dogecoin
118,1703109600,54,Dogecoin
119,1703113200,0,Dogecoin
120,1703116800,0,Dogecoin
121,1703120400,63,Dogecoin
122,1703124000,42,Dogecoin
123,1703127600,76,Dogecoin
124,1703131200,39,Dogecoin
125,1703134800,60,Dogecoin
126,1703138400,61,Dogecoin
127,1703142000,34,Dogecoin
128,1703145600,36,Dogecoin
129,1703149200,47,Dogecoin
130,1703152800,40,Dogecoin
131,1703156400,40,Dogecoin
132,1703160000,47,Dogecoin
133,1703163600,32,Dogecoin
134,1703167200,37,Dogecoin
135,1703170800,39,Dogecoin
136,1703174400,37,Dogecoin
137,1703178000,44,Dogecoin
138,1703181600,41,Dogecoin
139,1703185200,65,Dogecoin
140,1703188800,70,Dogecoin
141,1703192400,71,Dogecoin
142,1703196000,66,Dogecoin
143,1703199600,55,Dogecoin
144,1703203200,100,Dogecoin
