,timestamp,extracted_value,query
0,1676246400,38,Dogecoin
1,1676250000,37,Dogecoin
2,1676253600,0,Dogecoin
3,1676257200,37,Dogecoin
4,1676260800,79,Dogecoin
5,1676264400,63,Dogecoin
6,1676268000,77,Dogecoin
7,1676271600,43,Dogecoin
8,1676275200,38,Dogecoin
9,1676278800,31,Dogecoin
10,1676282400,49,Dogecoin
11,1676286000,41,Dogecoin
12,1676289600,45,Dogecoin
13,1676293200,41,Dogecoin
14,1676296800,51,Dogecoin
15,1676300400,57,Dogecoin
16,1676304000,54,Dogecoin
17,1676307600,41,Dogecoin
18,1676311200,57,Dogecoin
19,1676314800,60,Dogecoin
20,1676318400,46,Dogecoin
21,1676322000,46,Dogecoin
22,1676325600,68,Dogecoin
23,1676329200,58,Dogecoin
24,1676332800,77,Dogecoin
25,1676336400,58,Dogecoin
26,1676340000,40,Dogecoin
27,1676343600,33,Dogecoin
28,1676347200,36,Dogecoin
29,1676350800,34,Dogecoin
30,1676354400,45,Dogecoin
31,1676358000,54,Dogecoin
32,1676361600,32,Dogecoin
33,1676365200,25,Dogecoin
34,1676368800,25,Dogecoin
35,1676372400,31,Dogecoin
36,1676376000,32,Dogecoin
37,1676379600,34,Dogecoin
38,1676383200,41,Dogecoin
39,1676386800,53,Dogecoin
40,1676390400,42,Dogecoin
41,1676394000,28,Dogecoin
42,1676397600,44,Dogecoin
43,1676401200,42,Dogecoin
44,1676404800,42,Dogecoin
45,1676408400,31,Dogecoin
46,1676412000,36,Dogecoin
47,1676415600,48,Dogecoin
48,1676419200,50,Dogecoin
49,1676422800,25,Dogecoin
50,1676426400,0,Dogecoin
51,1676430000,100,Dogecoin
52,1676433600,87,Dogecoin
53,1676437200,85,Dogecoin
54,1676440800,74,Dogecoin
55,1676444400,68,Dogecoin
56,1676448000,57,Dogecoin
57,1676451600,64,Dogecoin
58,1676455200,61,Dogecoin
59,1676458800,65,Dogecoin
60,1676462400,54,Dogecoin
61,1676466000,68,Dogecoin
62,1676469600,56,Dogecoin
63,1676473200,52,Dogecoin
64,1676476800,73,Dogecoin
65,1676480400,53,Dogecoin
66,1676484000,58,Dogecoin
67,1676487600,66,Dogecoin
68,1676491200,63,Dogecoin
69,1676494800,63,Dogecoin
70,1676498400,64,Dogecoin
71,1676502000,83,Dogecoin
72,1676505600,83,Dogecoin
73,1676509200,70,Dogecoin
74,1676512800,67,Dogecoin
75,1676516400,57,Dogecoin
76,1676520000,83,Dogecoin
77,1676523600,68,Dogecoin
78,1676527200,50,Dogecoin
79,1676530800,55,Dogecoin
80,1676534400,49,Dogecoin
81,1676538000,51,Dogecoin
82,1676541600,37,Dogecoin
83,1676545200,50,Dogecoin
84,1676548800,35,Dogecoin
85,1676552400,39,Dogecoin
86,1676556000,39,Dogecoin
87,1676559600,47,Dogecoin
88,1676563200,62,Dogecoin
89,1676566800,45,Dogecoin
90,1676570400,53,Dogecoin
91,1676574000,60,Dogecoin
92,1676577600,60,Dogecoin
93,1676581200,50,Dogecoin
94,1676584800,42,Dogecoin
95,1676588400,35,Dogecoin
96,1676592000,54,Dogecoin
97,1676595600,58,Dogecoin
98,1676599200,32,Dogecoin
99,1676602800,36,Dogecoin
100,1676606400,37,Dogecoin
101,1676610000,29,Dogecoin
102,1676613600,23,Dogecoin
103,1676617200,34,Dogecoin
104,1676620800,39,Dogecoin
105,1676624400,41,Dogecoin
106,1676628000,43,Dogecoin
107,1676631600,35,Dogecoin
108,1676635200,31,Dogecoin
109,1676638800,40,Dogecoin
110,1676642400,34,Dogecoin
111,1676646000,44,Dogecoin
112,1676649600,40,Dogecoin
113,1676653200,47,Dogecoin
114,1676656800,31,Dogecoin
115,1676660400,26,Dogecoin
116,1676664000,30,Dogecoin
117,1676667600,42,Dogecoin
118,1676671200,37,Dogecoin
119,1676674800,42,Dogecoin
120,1676678400,35,Dogecoin
121,1676682000,32,Dogecoin
122,1676685600,26,Dogecoin
123,1676689200,49,Dogecoin
124,1676692800,39,Dogecoin
125,1676696400,66,Dogecoin
126,1676700000,40,Dogecoin
127,1676703600,32,Dogecoin
128,1676707200,51,Dogecoin
129,1676710800,33,Dogecoin
130,1676714400,31,Dogecoin
131,1676718000,39,Dogecoin
132,1676721600,39,Dogecoin
133,1676725200,34,Dogecoin
134,1676728800,35,Dogecoin
135,1676732400,29,Dogecoin
136,1676736000,44,Dogecoin
137,1676739600,44,Dogecoin
138,1676743200,42,Dogecoin
139,1676746800,55,Dogecoin
140,1676750400,43,Dogecoin
141,1676754000,40,Dogecoin
142,1676757600,36,Dogecoin
143,1676761200,49,Dogecoin
144,1676764800,38,Dogecoin
