,timestamp,extracted_value,query
0,1696982400,47,Ethereum
1,1696986000,67,Ethereum
2,1696989600,76,Ethereum
3,1696993200,66,Ethereum
4,1696996800,75,Ethereum
5,1697000400,66,Ethereum
6,1697004000,81,Ethereum
7,1697007600,84,Ethereum
8,1697011200,58,Ethereum
9,1697014800,58,Ethereum
10,1697018400,53,Ethereum
11,1697022000,59,Ethereum
12,1697025600,48,Ethereum
13,1697029200,61,Ethereum
14,1697032800,65,Ethereum
15,1697036400,59,Ethereum
16,1697040000,64,Ethereum
17,1697043600,67,Ethereum
18,1697047200,82,Ethereum
19,1697050800,79,Ethereum
20,1697054400,87,Ethereum
21,1697058000,85,Ethereum
22,1697061600,70,Ethereum
23,1697065200,47,Ethereum
24,1697068800,43,Ethereum
25,1697072400,53,Ethereum
26,1697076000,64,Ethereum
27,1697079600,70,Ethereum
28,1697083200,83,Ethereum
29,1697086800,78,Ethereum
30,1697090400,64,Ethereum
31,1697094000,56,Ethereum
32,1697097600,77,Ethereum
33,1697101200,59,Ethereum
34,1697104800,54,Ethereum
35,1697108400,69,Ethereum
36,1697112000,63,Ethereum
37,1697115600,64,Ethereum
38,1697119200,60,Ethereum
39,1697122800,45,Ethereum
40,1697126400,56,Ethereum
41,1697130000,76,Ethereum
42,1697133600,59,Ethereum
43,1697137200,73,Ethereum
44,1697140800,95,Ethereum
45,1697144400,83,Ethereum
46,1697148000,69,Ethereum
47,1697151600,44,Ethereum
48,1697155200,67,Ethereum
49,1697158800,57,Ethereum
50,1697162400,60,Ethereum
51,1697166000,56,Ethereum
52,1697169600,58,Ethereum
53,1697173200,74,Ethereum
54,1697176800,89,Ethereum
55,1697180400,80,Ethereum
56,1697184000,63,Ethereum
57,1697187600,55,Ethereum
58,1697191200,45,Ethereum
59,1697194800,72,Ethereum
60,1697198400,57,Ethereum
61,1697202000,56,Ethereum
62,1697205600,66,Ethereum
63,1697209200,74,Ethereum
64,1697212800,50,Ethereum
65,1697216400,62,Ethereum
66,1697220000,53,Ethereum
67,1697223600,71,Ethereum
68,1697227200,65,Ethereum
69,1697230800,88,Ethereum
70,1697234400,58,Ethereum
71,1697238000,59,Ethereum
72,1697241600,44,Ethereum
73,1697245200,42,Ethereum
74,1697248800,44,Ethereum
75,1697252400,40,Ethereum
76,1697256000,75,Ethereum
77,1697259600,54,Ethereum
78,1697263200,77,Ethereum
79,1697266800,64,Ethereum
80,1697270400,63,Ethereum
81,1697274000,49,Ethereum
82,1697277600,61,Ethereum
83,1697281200,48,Ethereum
84,1697284800,41,Ethereum
85,1697288400,41,Ethereum
86,1697292000,62,Ethereum
87,1697295600,45,Ethereum
88,1697299200,60,Ethereum
89,1697302800,61,Ethereum
90,1697306400,52,Ethereum
91,1697310000,53,Ethereum
92,1697313600,58,Ethereum
93,1697317200,96,Ethereum
94,1697320800,64,Ethereum
95,1697324400,71,Ethereum
96,1697328000,65,Ethereum
97,1697331600,57,Ethereum
98,1697335200,37,Ethereum
99,1697338800,42,Ethereum
100,1697342400,73,Ethereum
101,1697346000,68,Ethereum
102,1697349600,61,Ethereum
103,1697353200,47,Ethereum
104,1697356800,62,Ethereum
105,1697360400,59,Ethereum
106,1697364000,53,Ethereum
107,1697367600,48,Ethereum
108,1697371200,48,Ethereum
109,1697374800,47,Ethereum
110,1697378400,45,Ethereum
111,1697382000,60,Ethereum
112,1697385600,45,Ethereum
113,1697389200,66,Ethereum
114,1697392800,67,Ethereum
115,1697396400,45,Ethereum
116,1697400000,50,Ethereum
117,1697403600,58,Ethereum
118,1697407200,84,Ethereum
119,1697410800,65,Ethereum
120,1697414400,44,Ethereum
121,1697418000,60,Ethereum
122,1697421600,61,Ethereum
123,1697425200,54,Ethereum
124,1697428800,67,Ethereum
125,1697432400,66,Ethereum
126,1697436000,55,Ethereum
127,1697439600,70,Ethereum
128,1697443200,75,Ethereum
129,1697446800,73,Ethereum
130,1697450400,52,Ethereum
131,1697454000,69,Ethereum
132,1697457600,61,Ethereum
133,1697461200,93,Ethereum
134,1697464800,86,Ethereum
135,1697468400,95,Ethereum
136,1697472000,88,Ethereum
137,1697475600,70,Ethereum
138,1697479200,86,Ethereum
139,1697482800,100,Ethereum
140,1697486400,92,Ethereum
141,1697490000,100,Ethereum
142,1697493600,72,Ethereum
143,1697497200,53,Ethereum
144,1697500800,52,Ethereum
