,timestamp,extracted_value,query
0,1653955200,83,Ethereum
1,1653958800,87,Ethereum
2,1653962400,88,Ethereum
3,1653966000,72,Ethereum
4,1653969600,86,Ethereum
5,1653973200,83,Ethereum
6,1653976800,90,Ethereum
7,1653980400,81,Ethereum
8,1653984000,71,Ethereum
9,1653987600,75,Ethereum
10,1653991200,76,Ethereum
11,1653994800,86,Ethereum
12,1653998400,88,Ethereum
13,1654002000,72,Ethereum
14,1654005600,86,Ethereum
15,1654009200,86,Ethereum
16,1654012800,89,Ethereum
17,1654016400,84,Ethereum
18,1654020000,85,Ethereum
19,1654023600,88,Ethereum
20,1654027200,89,Ethereum
21,1654030800,100,Ethereum
22,1654034400,78,Ethereum
23,1654038000,70,Ethereum
24,1654041600,68,Ethereum
25,1654045200,63,Ethereum
26,1654048800,60,Ethereum
27,1654052400,68,Ethereum
28,1654056000,74,Ethereum
29,1654059600,79,Ethereum
30,1654063200,76,Ethereum
31,1654066800,58,Ethereum
32,1654070400,74,Ethereum
33,1654074000,73,Ethereum
34,1654077600,70,Ethereum
35,1654081200,62,Ethereum
36,1654084800,74,Ethereum
37,1654088400,77,Ethereum
38,1654092000,75,Ethereum
39,1654095600,73,Ethereum
40,1654099200,89,Ethereum
41,1654102800,79,Ethereum
42,1654106400,78,Ethereum
43,1654110000,80,Ethereum
44,1654113600,98,Ethereum
45,1654117200,82,Ethereum
46,1654120800,88,Ethereum
47,1654124400,82,Ethereum
48,1654128000,53,Ethereum
49,1654131600,60,Ethereum
50,1654135200,66,Ethereum
51,1654138800,69,Ethereum
52,1654142400,73,Ethereum
53,1654146000,64,Ethereum
54,1654149600,68,Ethereum
55,1654153200,67,Ethereum
56,1654156800,74,Ethereum
57,1654160400,69,Ethereum
58,1654164000,62,Ethereum
59,1654167600,64,Ethereum
60,1654171200,68,Ethereum
61,1654174800,62,Ethereum
62,1654178400,70,Ethereum
63,1654182000,73,Ethereum
64,1654185600,74,Ethereum
65,1654189200,72,Ethereum
66,1654192800,71,Ethereum
67,1654196400,71,Ethereum
68,1654200000,76,Ethereum
69,1654203600,87,Ethereum
70,1654207200,82,Ethereum
71,1654210800,63,Ethereum
72,1654214400,60,Ethereum
73,1654218000,64,Ethereum
74,1654221600,65,Ethereum
75,1654225200,48,Ethereum
76,1654228800,64,Ethereum
77,1654232400,76,Ethereum
78,1654236000,66,Ethereum
79,1654239600,74,Ethereum
80,1654243200,71,Ethereum
81,1654246800,85,Ethereum
82,1654250400,69,Ethereum
83,1654254000,85,Ethereum
84,1654257600,70,Ethereum
85,1654261200,70,Ethereum
86,1654264800,70,Ethereum
87,1654268400,71,Ethereum
88,1654272000,68,Ethereum
89,1654275600,65,Ethereum
90,1654279200,68,Ethereum
91,1654282800,68,Ethereum
92,1654286400,85,Ethereum
93,1654290000,73,Ethereum
94,1654293600,75,Ethereum
95,1654297200,57,Ethereum
96,1654300800,60,Ethereum
97,1654304400,56,Ethereum
98,1654308000,63,Ethereum
99,1654311600,57,Ethereum
100,1654315200,61,Ethereum
101,1654318800,58,Ethereum
102,1654322400,67,Ethereum
103,1654326000,71,Ethereum
104,1654329600,61,Ethereum
105,1654333200,69,Ethereum
106,1654336800,57,Ethereum
107,1654340400,63,Ethereum
108,1654344000,61,Ethereum
109,1654347600,62,Ethereum
110,1654351200,59,Ethereum
111,1654354800,61,Ethereum
112,1654358400,56,Ethereum
113,1654362000,58,Ethereum
114,1654365600,58,Ethereum
115,1654369200,70,Ethereum
116,1654372800,58,Ethereum
117,1654376400,53,Ethereum
118,1654380000,55,Ethereum
119,1654383600,55,Ethereum
120,1654387200,43,Ethereum
121,1654390800,48,Ethereum
122,1654394400,55,Ethereum
123,1654398000,54,Ethereum
124,1654401600,50,Ethereum
125,1654405200,60,Ethereum
126,1654408800,55,Ethereum
127,1654412400,72,Ethereum
128,1654416000,66,Ethereum
129,1654419600,65,Ethereum
130,1654423200,66,Ethereum
131,1654426800,62,Ethereum
132,1654430400,56,Ethereum
133,1654434000,67,Ethereum
134,1654437600,50,Ethereum
135,1654441200,61,Ethereum
136,1654444800,60,Ethereum
137,1654448400,66,Ethereum
138,1654452000,54,Ethereum
139,1654455600,72,Ethereum
140,1654459200,58,Ethereum
141,1654462800,84,Ethereum
142,1654466400,63,Ethereum
143,1654470000,64,Ethereum
144,1654473600,73,Ethereum
