,timestamp,extracted_value,query
0,1681948800,77,Bitcoin
1,1681952400,74,Bitcoin
2,1681956000,67,Bitcoin
3,1681959600,76,Bitcoin
4,1681963200,71,Bitcoin
5,1681966800,70,Bitcoin
6,1681970400,70,Bitcoin
7,1681974000,63,Bitcoin
8,1681977600,65,Bitcoin
9,1681981200,64,Bitcoin
10,1681984800,69,Bitcoin
11,1681988400,74,Bitcoin
12,1681992000,70,Bitcoin
13,1681995600,70,Bitcoin
14,1681999200,78,Bitcoin
15,1682002800,72,Bitcoin
16,1682006400,78,Bitcoin
17,1682010000,76,Bitcoin
18,1682013600,87,Bitcoin
19,1682017200,91,Bitcoin
20,1682020800,84,Bitcoin
21,1682024400,94,Bitcoin
22,1682028000,82,Bitcoin
23,1682031600,81,Bitcoin
24,1682035200,73,Bitcoin
25,1682038800,72,Bitcoin
26,1682042400,71,Bitcoin
27,1682046000,76,Bitcoin
28,1682049600,71,Bitcoin
29,1682053200,72,Bitcoin
30,1682056800,73,Bitcoin
31,1682060400,70,Bitcoin
32,1682064000,68,Bitcoin
33,1682067600,67,Bitcoin
34,1682071200,76,Bitcoin
35,1682074800,75,Bitcoin
36,1682078400,76,Bitcoin
37,1682082000,70,Bitcoin
38,1682085600,69,Bitcoin
39,1682089200,81,Bitcoin
40,1682092800,73,Bitcoin
41,1682096400,74,Bitcoin
42,1682100000,78,Bitcoin
43,1682103600,94,Bitcoin
44,1682107200,98,Bitcoin
45,1682110800,100,Bitcoin
46,1682114400,95,Bitcoin
47,1682118000,84,Bitcoin
48,1682121600,86,Bitcoin
49,1682125200,79,Bitcoin
50,1682128800,69,Bitcoin
51,1682132400,73,Bitcoin
52,1682136000,73,Bitcoin
53,1682139600,73,Bitcoin
54,1682143200,71,Bitcoin
55,1682146800,64,Bitcoin
56,1682150400,65,Bitcoin
57,1682154000,60,Bitcoin
58,1682157600,74,Bitcoin
59,1682161200,67,Bitcoin
60,1682164800,68,Bitcoin
61,1682168400,70,Bitcoin
62,1682172000,65,Bitcoin
63,1682175600,67,Bitcoin
64,1682179200,66,Bitcoin
65,1682182800,61,Bitcoin
66,1682186400,66,Bitcoin
67,1682190000,68,Bitcoin
68,1682193600,77,Bitcoin
69,1682197200,77,Bitcoin
70,1682200800,78,Bitcoin
71,1682204400,70,Bitcoin
72,1682208000,78,Bitcoin
73,1682211600,68,Bitcoin
74,1682215200,69,Bitcoin
75,1682218800,71,Bitcoin
76,1682222400,67,Bitcoin
77,1682226000,69,Bitcoin
78,1682229600,64,Bitcoin
79,1682233200,65,Bitcoin
80,1682236800,67,Bitcoin
81,1682240400,62,Bitcoin
82,1682244000,68,Bitcoin
83,1682247600,60,Bitcoin
84,1682251200,64,Bitcoin
85,1682254800,64,Bitcoin
86,1682258400,60,Bitcoin
87,1682262000,65,Bitcoin
88,1682265600,60,Bitcoin
89,1682269200,67,Bitcoin
90,1682272800,69,Bitcoin
91,1682276400,70,Bitcoin
92,1682280000,76,Bitcoin
93,1682283600,80,Bitcoin
94,1682287200,78,Bitcoin
95,1682290800,79,Bitcoin
96,1682294400,72,Bitcoin
97,1682298000,76,Bitcoin
98,1682301600,71,Bitcoin
99,1682305200,63,Bitcoin
100,1682308800,66,Bitcoin
101,1682312400,64,Bitcoin
102,1682316000,72,Bitcoin
103,1682319600,70,Bitcoin
104,1682323200,73,Bitcoin
105,1682326800,67,Bitcoin
106,1682330400,68,Bitcoin
107,1682334000,71,Bitcoin
108,1682337600,72,Bitcoin
109,1682341200,74,Bitcoin
110,1682344800,76,Bitcoin
111,1682348400,76,Bitcoin
112,1682352000,78,Bitcoin
113,1682355600,75,Bitcoin
114,1682359200,75,Bitcoin
115,1682362800,80,Bitcoin
116,1682366400,85,Bitcoin
117,1682370000,86,Bitcoin
118,1682373600,90,Bitcoin
119,1682377200,76,Bitcoin
120,1682380800,72,Bitcoin
121,1682384400,76,Bitcoin
122,1682388000,73,Bitcoin
123,1682391600,66,Bitcoin
124,1682395200,68,Bitcoin
125,1682398800,67,Bitcoin
126,1682402400,66,Bitcoin
127,1682406000,65,Bitcoin
128,1682409600,62,Bitcoin
129,1682413200,69,Bitcoin
130,1682416800,69,Bitcoin
131,1682420400,68,Bitcoin
132,1682424000,66,Bitcoin
133,1682427600,69,Bitcoin
134,1682431200,70,Bitcoin
135,1682434800,67,Bitcoin
136,1682438400,73,Bitcoin
137,1682442000,73,Bitcoin
138,1682445600,74,Bitcoin
139,1682449200,86,Bitcoin
140,1682452800,80,Bitcoin
141,1682456400,89,Bitcoin
142,1682460000,87,Bitcoin
143,1682463600,83,Bitcoin
144,1682467200,80,Bitcoin
