,timestamp,extracted_value,query
0,1681430400,90,Bitcoin
1,1681434000,93,Bitcoin
2,1681437600,86,Bitcoin
3,1681441200,90,Bitcoin
4,1681444800,93,Bitcoin
5,1681448400,92,Bitcoin
6,1681452000,95,Bitcoin
7,1681455600,98,Bitcoin
8,1681459200,90,Bitcoin
9,1681462800,88,Bitcoin
10,1681466400,95,Bitcoin
11,1681470000,95,Bitcoin
12,1681473600,87,Bitcoin
13,1681477200,91,Bitcoin
14,1681480800,89,Bitcoin
15,1681484400,90,Bitcoin
16,1681488000,91,Bitcoin
17,1681491600,84,Bitcoin
18,1681495200,93,Bitcoin
19,1681498800,86,Bitcoin
20,1681502400,93,Bitcoin
21,1681506000,93,Bitcoin
22,1681509600,97,Bitcoin
23,1681513200,100,Bitcoin
24,1681516800,87,Bitcoin
25,1681520400,75,Bitcoin
26,1681524000,87,Bitcoin
27,1681527600,82,Bitcoin
28,1681531200,73,Bitcoin
29,1681534800,78,Bitcoin
30,1681538400,76,Bitcoin
31,1681542000,79,Bitcoin
32,1681545600,77,Bitcoin
33,1681549200,73,Bitcoin
34,1681552800,77,Bitcoin
35,1681556400,74,Bitcoin
36,1681560000,70,Bitcoin
37,1681563600,77,Bitcoin
38,1681567200,73,Bitcoin
39,1681570800,75,Bitcoin
40,1681574400,79,Bitcoin
41,1681578000,74,Bitcoin
42,1681581600,75,Bitcoin
43,1681585200,88,Bitcoin
44,1681588800,87,Bitcoin
45,1681592400,89,Bitcoin
46,1681596000,83,Bitcoin
47,1681599600,85,Bitcoin
48,1681603200,83,Bitcoin
49,1681606800,87,Bitcoin
50,1681610400,80,Bitcoin
51,1681614000,76,Bitcoin
52,1681617600,72,Bitcoin
53,1681621200,76,Bitcoin
54,1681624800,72,Bitcoin
55,1681628400,69,Bitcoin
56,1681632000,72,Bitcoin
57,1681635600,69,Bitcoin
58,1681639200,72,Bitcoin
59,1681642800,74,Bitcoin
60,1681646400,68,Bitcoin
61,1681650000,66,Bitcoin
62,1681653600,66,Bitcoin
63,1681657200,71,Bitcoin
64,1681660800,73,Bitcoin
65,1681664400,70,Bitcoin
66,1681668000,75,Bitcoin
67,1681671600,85,Bitcoin
68,1681675200,85,Bitcoin
69,1681678800,92,Bitcoin
70,1681682400,85,Bitcoin
71,1681686000,80,Bitcoin
72,1681689600,87,Bitcoin
73,1681693200,80,Bitcoin
74,1681696800,80,Bitcoin
75,1681700400,78,Bitcoin
76,1681704000,77,Bitcoin
77,1681707600,82,Bitcoin
78,1681711200,75,Bitcoin
79,1681714800,78,Bitcoin
80,1681718400,74,Bitcoin
81,1681722000,73,Bitcoin
82,1681725600,77,Bitcoin
83,1681729200,86,Bitcoin
84,1681732800,82,Bitcoin
85,1681736400,84,Bitcoin
86,1681740000,87,Bitcoin
87,1681743600,83,Bitcoin
88,1681747200,87,Bitcoin
89,1681750800,81,Bitcoin
90,1681754400,81,Bitcoin
91,1681758000,91,Bitcoin
92,1681761600,95,Bitcoin
93,1681765200,92,Bitcoin
94,1681768800,90,Bitcoin
95,1681772400,87,Bitcoin
96,1681776000,79,Bitcoin
97,1681779600,82,Bitcoin
98,1681783200,84,Bitcoin
99,1681786800,78,Bitcoin
100,1681790400,76,Bitcoin
101,1681794000,79,Bitcoin
102,1681797600,74,Bitcoin
103,1681801200,68,Bitcoin
104,1681804800,72,Bitcoin
105,1681808400,72,Bitcoin
106,1681812000,80,Bitcoin
107,1681815600,87,Bitcoin
108,1681819200,87,Bitcoin
109,1681822800,84,Bitcoin
110,1681826400,80,Bitcoin
111,1681830000,85,Bitcoin
112,1681833600,78,Bitcoin
113,1681837200,79,Bitcoin
114,1681840800,83,Bitcoin
115,1681844400,84,Bitcoin
116,1681848000,86,Bitcoin
117,1681851600,91,Bitcoin
118,1681855200,89,Bitcoin
119,1681858800,80,Bitcoin
120,1681862400,74,Bitcoin
121,1681866000,75,Bitcoin
122,1681869600,74,Bitcoin
123,1681873200,78,Bitcoin
124,1681876800,72,Bitcoin
125,1681880400,68,Bitcoin
126,1681884000,73,Bitcoin
127,1681887600,70,Bitcoin
128,1681891200,89,Bitcoin
129,1681894800,85,Bitcoin
130,1681898400,86,Bitcoin
131,1681902000,87,Bitcoin
132,1681905600,86,Bitcoin
133,1681909200,76,Bitcoin
134,1681912800,79,Bitcoin
135,1681916400,81,Bitcoin
136,1681920000,88,Bitcoin
137,1681923600,92,Bitcoin
138,1681927200,82,Bitcoin
139,1681930800,87,Bitcoin
140,1681934400,93,Bitcoin
141,1681938000,92,Bitcoin
142,1681941600,89,Bitcoin
143,1681945200,87,Bitcoin
144,1681948800,81,Bitcoin
