,timestamp,extracted_value,query
0,1684022400,86,Bitcoin
1,1684026000,81,Bitcoin
2,1684029600,67,Bitcoin
3,1684033200,75,Bitcoin
4,1684036800,69,Bitcoin
5,1684040400,78,Bitcoin
6,1684044000,74,Bitcoin
7,1684047600,72,Bitcoin
8,1684051200,70,Bitcoin
9,1684054800,64,Bitcoin
10,1684058400,63,Bitcoin
11,1684062000,68,Bitcoin
12,1684065600,67,Bitcoin
13,1684069200,69,Bitcoin
14,1684072800,67,Bitcoin
15,1684076400,71,Bitcoin
16,1684080000,69,Bitcoin
17,1684083600,69,Bitcoin
18,1684087200,85,Bitcoin
19,1684090800,87,Bitcoin
20,1684094400,89,Bitcoin
21,1684098000,92,Bitcoin
22,1684101600,91,Bitcoin
23,1684105200,83,Bitcoin
24,1684108800,79,Bitcoin
25,1684112400,78,Bitcoin
26,1684116000,69,Bitcoin
27,1684119600,70,Bitcoin
28,1684123200,76,Bitcoin
29,1684126800,80,Bitcoin
30,1684130400,72,Bitcoin
31,1684134000,70,Bitcoin
32,1684137600,70,Bitcoin
33,1684141200,75,Bitcoin
34,1684144800,78,Bitcoin
35,1684148400,73,Bitcoin
36,1684152000,77,Bitcoin
37,1684155600,84,Bitcoin
38,1684159200,82,Bitcoin
39,1684162800,84,Bitcoin
40,1684166400,82,Bitcoin
41,1684170000,82,Bitcoin
42,1684173600,80,Bitcoin
43,1684177200,83,Bitcoin
44,1684180800,96,Bitcoin
45,1684184400,87,Bitcoin
46,1684188000,95,Bitcoin
47,1684191600,86,Bitcoin
48,1684195200,88,Bitcoin
49,1684198800,76,Bitcoin
50,1684202400,83,Bitcoin
51,1684206000,79,Bitcoin
52,1684209600,75,Bitcoin
53,1684213200,76,Bitcoin
54,1684216800,77,Bitcoin
55,1684220400,70,Bitcoin
56,1684224000,74,Bitcoin
57,1684227600,73,Bitcoin
58,1684231200,74,Bitcoin
59,1684234800,74,Bitcoin
60,1684238400,77,Bitcoin
61,1684242000,78,Bitcoin
62,1684245600,83,Bitcoin
63,1684249200,82,Bitcoin
64,1684252800,72,Bitcoin
65,1684256400,83,Bitcoin
66,1684260000,77,Bitcoin
67,1684263600,88,Bitcoin
68,1684267200,93,Bitcoin
69,1684270800,92,Bitcoin
70,1684274400,87,Bitcoin
71,1684278000,87,Bitcoin
72,1684281600,83,Bitcoin
73,1684285200,75,Bitcoin
74,1684288800,74,Bitcoin
75,1684292400,78,Bitcoin
76,1684296000,74,Bitcoin
77,1684299600,79,Bitcoin
78,1684303200,72,Bitcoin
79,1684306800,73,Bitcoin
80,1684310400,72,Bitcoin
81,1684314000,69,Bitcoin
82,1684317600,79,Bitcoin
83,1684321200,81,Bitcoin
84,1684324800,77,Bitcoin
85,1684328400,78,Bitcoin
86,1684332000,84,Bitcoin
87,1684335600,79,Bitcoin
88,1684339200,86,Bitcoin
89,1684342800,83,Bitcoin
90,1684346400,84,Bitcoin
91,1684350000,82,Bitcoin
92,1684353600,98,Bitcoin
93,1684357200,95,Bitcoin
94,1684360800,96,Bitcoin
95,1684364400,90,Bitcoin
96,1684368000,85,Bitcoin
97,1684371600,81,Bitcoin
98,1684375200,68,Bitcoin
99,1684378800,83,Bitcoin
100,1684382400,75,Bitcoin
101,1684386000,74,Bitcoin
102,1684389600,72,Bitcoin
103,1684393200,70,Bitcoin
104,1684396800,72,Bitcoin
105,1684400400,71,Bitcoin
106,1684404000,83,Bitcoin
107,1684407600,74,Bitcoin
108,1684411200,77,Bitcoin
109,1684414800,76,Bitcoin
110,1684418400,78,Bitcoin
111,1684422000,84,Bitcoin
112,1684425600,81,Bitcoin
113,1684429200,88,Bitcoin
114,1684432800,92,Bitcoin
115,1684436400,92,Bitcoin
116,1684440000,94,Bitcoin
117,1684443600,100,Bitcoin
118,1684447200,94,Bitcoin
119,1684450800,98,Bitcoin
120,1684454400,84,Bitcoin
121,1684458000,81,Bitcoin
122,1684461600,80,Bitcoin
123,1684465200,80,Bitcoin
124,1684468800,73,Bitcoin
125,1684472400,68,Bitcoin
126,1684476000,71,Bitcoin
127,1684479600,73,Bitcoin
128,1684483200,75,Bitcoin
129,1684486800,71,Bitcoin
130,1684490400,75,Bitcoin
131,1684494000,80,Bitcoin
132,1684497600,76,Bitcoin
133,1684501200,78,Bitcoin
134,1684504800,82,Bitcoin
135,1684508400,79,Bitcoin
136,1684512000,78,Bitcoin
137,1684515600,82,Bitcoin
138,1684519200,78,Bitcoin
139,1684522800,84,Bitcoin
140,1684526400,91,Bitcoin
141,1684530000,87,Bitcoin
142,1684533600,91,Bitcoin
143,1684537200,94,Bitcoin
144,1684540800,83,Bitcoin
