,timestamp,extracted_value,query
0,1695945600,60,BNB
1,1695949200,63,BNB
2,1695952800,49,BNB
3,1695956400,52,BNB
4,1695960000,60,BNB
5,1695963600,53,BNB
6,1695967200,44,BNB
7,1695970800,47,BNB
8,1695974400,59,BNB
9,1695978000,62,BNB
10,1695981600,53,BNB
11,1695985200,53,BNB
12,1695988800,57,BNB
13,1695992400,65,BNB
14,1695996000,55,BNB
15,1695999600,73,BNB
16,1696003200,60,BNB
17,1696006800,64,BNB
18,1696010400,66,BNB
19,1696014000,81,BNB
20,1696017600,85,BNB
21,1696021200,75,BNB
22,1696024800,66,BNB
23,1696028400,76,BNB
24,1696032000,56,BNB
25,1696035600,45,BNB
26,1696039200,52,BNB
27,1696042800,64,BNB
28,1696046400,55,BNB
29,1696050000,36,BNB
30,1696053600,49,BNB
31,1696057200,46,BNB
32,1696060800,50,BNB
33,1696064400,56,BNB
34,1696068000,51,BNB
35,1696071600,57,BNB
36,1696075200,64,BNB
37,1696078800,52,BNB
38,1696082400,50,BNB
39,1696086000,62,BNB
40,1696089600,61,BNB
41,1696093200,65,BNB
42,1696096800,56,BNB
43,1696100400,67,BNB
44,1696104000,66,BNB
45,1696107600,76,BNB
46,1696111200,64,BNB
47,1696114800,60,BNB
48,1696118400,70,BNB
49,1696122000,53,BNB
50,1696125600,70,BNB
51,1696129200,63,BNB
52,1696132800,64,BNB
53,1696136400,54,BNB
54,1696140000,60,BNB
55,1696143600,55,BNB
56,1696147200,54,BNB
57,1696150800,61,BNB
58,1696154400,62,BNB
59,1696158000,62,BNB
60,1696161600,56,BNB
61,1696165200,61,BNB
62,1696168800,63,BNB
63,1696172400,66,BNB
64,1696176000,66,BNB
65,1696179600,70,BNB
66,1696183200,71,BNB
67,1696186800,67,BNB
68,1696190400,82,BNB
69,1696194000,100,BNB
70,1696197600,84,BNB
71,1696201200,64,BNB
72,1696204800,59,BNB
73,1696208400,60,BNB
74,1696212000,88,BNB
75,1696215600,65,BNB
76,1696219200,55,BNB
77,1696222800,47,BNB
78,1696226400,48,BNB
79,1696230000,55,BNB
80,1696233600,62,BNB
81,1696237200,65,BNB
82,1696240800,71,BNB
83,1696244400,59,BNB
84,1696248000,56,BNB
85,1696251600,64,BNB
86,1696255200,63,BNB
87,1696258800,74,BNB
88,1696262400,66,BNB
89,1696266000,75,BNB
90,1696269600,77,BNB
91,1696273200,87,BNB
92,1696276800,81,BNB
93,1696280400,91,BNB
94,1696284000,72,BNB
95,1696287600,65,BNB
96,1696291200,73,BNB
97,1696294800,77,BNB
98,1696298400,69,BNB
99,1696302000,62,BNB
100,1696305600,57,BNB
101,1696309200,39,BNB
102,1696312800,35,BNB
103,1696316400,62,BNB
104,1696320000,57,BNB
105,1696323600,60,BNB
106,1696327200,62,BNB
107,1696330800,68,BNB
108,1696334400,55,BNB
109,1696338000,57,BNB
110,1696341600,69,BNB
111,1696345200,60,BNB
112,1696348800,56,BNB
113,1696352400,63,BNB
114,1696356000,65,BNB
115,1696359600,70,BNB
116,1696363200,87,BNB
117,1696366800,65,BNB
118,1696370400,78,BNB
119,1696374000,76,BNB
120,1696377600,74,BNB
121,1696381200,86,BNB
122,1696384800,55,BNB
123,1696388400,62,BNB
124,1696392000,51,BNB
125,1696395600,49,BNB
126,1696399200,49,BNB
127,1696402800,58,BNB
128,1696406400,54,BNB
129,1696410000,63,BNB
130,1696413600,62,BNB
131,1696417200,58,BNB
132,1696420800,63,BNB
133,1696424400,55,BNB
134,1696428000,56,BNB
135,1696431600,67,BNB
136,1696435200,68,BNB
137,1696438800,68,BNB
138,1696442400,79,BNB
139,1696446000,79,BNB
140,1696449600,80,BNB
141,1696453200,88,BNB
142,1696456800,70,BNB
143,1696460400,56,BNB
144,1696464000,56,BNB
