,timestamp,extracted_value,query
0,1699056000,55,BNB
1,1699059600,52,BNB
2,1699063200,52,BNB
3,1699066800,46,BNB
4,1699070400,50,BNB
5,1699074000,48,BNB
6,1699077600,45,BNB
7,1699081200,65,BNB
8,1699084800,47,BNB
9,1699088400,55,BNB
10,1699092000,44,BNB
11,1699095600,41,BNB
12,1699099200,34,BNB
13,1699102800,58,BNB
14,1699106400,45,BNB
15,1699110000,51,BNB
16,1699113600,46,BNB
17,1699117200,49,BNB
18,1699120800,65,BNB
19,1699124400,58,BNB
20,1699128000,57,BNB
21,1699131600,65,BNB
22,1699135200,56,BNB
23,1699138800,68,BNB
24,1699142400,72,BNB
25,1699146000,75,BNB
26,1699149600,79,BNB
27,1699153200,52,BNB
28,1699156800,55,BNB
29,1699160400,52,BNB
30,1699164000,47,BNB
31,1699167600,47,BNB
32,1699171200,61,BNB
33,1699174800,46,BNB
34,1699178400,68,BNB
35,1699182000,70,BNB
36,1699185600,54,BNB
37,1699189200,61,BNB
38,1699192800,81,BNB
39,1699196400,60,BNB
40,1699200000,53,BNB
41,1699203600,60,BNB
42,1699207200,68,BNB
43,1699210800,79,BNB
44,1699214400,75,BNB
45,1699218000,73,BNB
46,1699221600,100,BNB
47,1699225200,70,BNB
48,1699228800,71,BNB
49,1699232400,68,BNB
50,1699236000,56,BNB
51,1699239600,78,BNB
52,1699243200,48,BNB
53,1699246800,58,BNB
54,1699250400,66,BNB
55,1699254000,56,BNB
56,1699257600,46,BNB
57,1699261200,69,BNB
58,1699264800,60,BNB
59,1699268400,61,BNB
60,1699272000,55,BNB
61,1699275600,59,BNB
62,1699279200,66,BNB
63,1699282800,72,BNB
64,1699286400,69,BNB
65,1699290000,69,BNB
66,1699293600,74,BNB
67,1699297200,72,BNB
68,1699300800,88,BNB
69,1699304400,86,BNB
70,1699308000,84,BNB
71,1699311600,74,BNB
72,1699315200,84,BNB
73,1699318800,67,BNB
74,1699322400,70,BNB
75,1699326000,57,BNB
76,1699329600,59,BNB
77,1699333200,60,BNB
78,1699336800,46,BNB
79,1699340400,46,BNB
80,1699344000,53,BNB
81,1699347600,53,BNB
82,1699351200,60,BNB
83,1699354800,53,BNB
84,1699358400,55,BNB
85,1699362000,63,BNB
86,1699365600,59,BNB
87,1699369200,54,BNB
88,1699372800,62,BNB
89,1699376400,55,BNB
90,1699380000,71,BNB
91,1699383600,74,BNB
92,1699387200,79,BNB
93,1699390800,78,BNB
94,1699394400,70,BNB
95,1699398000,63,BNB
96,1699401600,67,BNB
97,1699405200,48,BNB
98,1699408800,65,BNB
99,1699412400,57,BNB
100,1699416000,42,BNB
101,1699419600,53,BNB
102,1699423200,47,BNB
103,1699426800,61,BNB
104,1699430400,56,BNB
105,1699434000,51,BNB
106,1699437600,60,BNB
107,1699441200,50,BNB
108,1699444800,50,BNB
109,1699448400,58,BNB
110,1699452000,61,BNB
111,1699455600,60,BNB
112,1699459200,53,BNB
113,1699462800,73,BNB
114,1699466400,69,BNB
115,1699470000,72,BNB
116,1699473600,75,BNB
117,1699477200,69,BNB
118,1699480800,99,BNB
119,1699484400,68,BNB
120,1699488000,70,BNB
121,1699491600,54,BNB
122,1699495200,66,BNB
123,1699498800,73,BNB
124,1699502400,62,BNB
125,1699506000,48,BNB
126,1699509600,39,BNB
127,1699513200,42,BNB
128,1699516800,58,BNB
129,1699520400,65,BNB
130,1699524000,51,BNB
131,1699527600,62,BNB
132,1699531200,49,BNB
133,1699534800,67,BNB
134,1699538400,68,BNB
135,1699542000,55,BNB
136,1699545600,59,BNB
137,1699549200,63,BNB
138,1699552800,57,BNB
139,1699556400,68,BNB
140,1699560000,83,BNB
141,1699563600,75,BNB
142,1699567200,79,BNB
143,1699570800,71,BNB
144,1699574400,65,BNB
