,timestamp,extracted_value,query
0,1640995200,51,BNB
1,1640998800,58,BNB
2,1641002400,65,BNB
3,1641006000,53,BNB
4,1641009600,53,BNB
5,1641013200,52,BNB
6,1641016800,55,BNB
7,1641020400,47,BNB
8,1641024000,55,BNB
9,1641027600,51,BNB
10,1641031200,61,BNB
11,1641034800,53,BNB
12,1641038400,49,BNB
13,1641042000,64,BNB
14,1641045600,56,BNB
15,1641049200,51,BNB
16,1641052800,59,BNB
17,1641056400,65,BNB
18,1641060000,71,BNB
19,1641063600,67,BNB
20,1641067200,81,BNB
21,1641070800,74,BNB
22,1641074400,70,BNB
23,1641078000,79,BNB
24,1641081600,89,BNB
25,1641085200,81,BNB
26,1641088800,73,BNB
27,1641092400,76,BNB
28,1641096000,68,BNB
29,1641099600,56,BNB
30,1641103200,58,BNB
31,1641106800,53,BNB
32,1641110400,50,BNB
33,1641114000,62,BNB
34,1641117600,57,BNB
35,1641121200,60,BNB
36,1641124800,59,BNB
37,1641128400,61,BNB
38,1641132000,63,BNB
39,1641135600,69,BNB
40,1641139200,63,BNB
41,1641142800,69,BNB
42,1641146400,72,BNB
43,1641150000,76,BNB
44,1641153600,73,BNB
45,1641157200,87,BNB
46,1641160800,88,BNB
47,1641164400,81,BNB
48,1641168000,100,BNB
49,1641171600,85,BNB
50,1641175200,79,BNB
51,1641178800,74,BNB
52,1641182400,63,BNB
53,1641186000,63,BNB
54,1641189600,55,BNB
55,1641193200,43,BNB
56,1641196800,44,BNB
57,1641200400,53,BNB
58,1641204000,63,BNB
59,1641207600,62,BNB
60,1641211200,49,BNB
61,1641214800,55,BNB
62,1641218400,62,BNB
63,1641222000,63,BNB
64,1641225600,67,BNB
65,1641229200,76,BNB
66,1641232800,65,BNB
67,1641236400,77,BNB
68,1641240000,92,BNB
69,1641243600,86,BNB
70,1641247200,72,BNB
71,1641250800,86,BNB
72,1641254400,88,BNB
73,1641258000,70,BNB
74,1641261600,73,BNB
75,1641265200,73,BNB
76,1641268800,48,BNB
77,1641272400,70,BNB
78,1641276000,51,BNB
79,1641279600,49,BNB
80,1641283200,42,BNB
81,1641286800,50,BNB
82,1641290400,56,BNB
83,1641294000,58,BNB
84,1641297600,57,BNB
85,1641301200,58,BNB
86,1641304800,63,BNB
87,1641308400,60,BNB
88,1641312000,54,BNB
89,1641315600,70,BNB
90,1641319200,66,BNB
91,1641322800,79,BNB
92,1641326400,76,BNB
93,1641330000,82,BNB
94,1641333600,81,BNB
95,1641337200,77,BNB
96,1641340800,77,BNB
97,1641344400,76,BNB
98,1641348000,77,BNB
99,1641351600,61,BNB
100,1641355200,70,BNB
101,1641358800,56,BNB
102,1641362400,60,BNB
103,1641366000,51,BNB
104,1641369600,48,BNB
105,1641373200,40,BNB
106,1641376800,50,BNB
107,1641380400,59,BNB
108,1641384000,43,BNB
109,1641387600,46,BNB
110,1641391200,61,BNB
111,1641394800,64,BNB
112,1641398400,63,BNB
113,1641402000,64,BNB
114,1641405600,63,BNB
115,1641409200,70,BNB
116,1641412800,80,BNB
117,1641416400,95,BNB
118,1641420000,81,BNB
119,1641423600,71,BNB
120,1641427200,81,BNB
121,1641430800,79,BNB
122,1641434400,77,BNB
123,1641438000,66,BNB
124,1641441600,58,BNB
125,1641445200,66,BNB
126,1641448800,50,BNB
127,1641452400,53,BNB
128,1641456000,47,BNB
129,1641459600,55,BNB
130,1641463200,42,BNB
131,1641466800,52,BNB
132,1641470400,58,BNB
133,1641474000,56,BNB
134,1641477600,59,BNB
135,1641481200,55,BNB
136,1641484800,62,BNB
137,1641488400,60,BNB
138,1641492000,69,BNB
139,1641495600,71,BNB
140,1641499200,70,BNB
141,1641502800,75,BNB
142,1641506400,74,BNB
143,1641510000,58,BNB
144,1641513600,82,BNB
